River,Section,Distance,Class,Gradient,Area,AvgCFS,Size,Nearby_Gauge,Lo_OK,Hi_OK,Aux_Gauge,Aux_Lo_OK,Aux_Hi_OK,CG_Page
Allegheny Portage Ck,Wrights-mouth,5.5,I-II,16/20,61,102,Port,Allegheny,,,,,,292
Allegheny R,A: Coudersport-Salamana,78.0,A,3/11,248,464,Med,Port Allegheny,3.0,,Eldred,4.6,,140
Allegheny R,B: Salamanca-Kinzau Dam,33.0,A,flat,1608,2777,Lg,Salamanca,4.0,,,,,141
Allegheny R,C: Kinzua Dam-W Monterey,120.0,B,3/3,5982,10550,Lg,Franklin,1.7,4.9,Kinzua,7.5,8.5,142
Allegheny R,D: W Monterey-Pittsburgh,79.0,A,pool,11410,19670,Huge,Natrona,,,,,,146
Bear Ck,FS 339-Clarion R,9.0,I,20/26,41,68,Tiny,-,Ridgway,7.0,,,250
Bear Ck,SR 219-Friendsville,6.7,III-IV,75/120,-,-,-,Friendsville,,,,,,344
Bear Ck S Br,Accident-Bear Ck,5.9,III-IV,107/154,-,-,-,Friendsville,4.3,5.0,,,346
Beaver R,A: New Castle-Wampum,6.5,A-B,3/3,2235,2494,Lg,Wampum,3.5,,Bvr Falls,4.0,,90
Beaver R,B: Wampum-Ohio R,16.5,A-B,pool,3106,3758,Lg,Beaver Falls,3.9,,,,,91
Bens Ck,N Fk Bens Ck-Stony Ck,3.0,II,35/55,49,82,Tiny,-,Ferndale,4.0,,,194
Big Sandy Ck,A: Bruceton Mills-Rkvl,5.8,III-IV,28/47,200,422,Med,Rockville,5.8,7.0,,,369
Big Sandy Ck,B: Rockville-Jenkinsburg,5.1,V,81/107,200,422,Med,Rockville,5.8,6.5,,,370
Black Fk,Hendricks-Parsons,3.7,II,16/26,475,792,Med,Parsons,4.0,6.0,,,378
Blacklick Ck,A: Wehrum-Heshbon,12.0,I-II,18/20,150,250,Sm,Josephine,4.1,,,,,170
Blacklick Ck,B: Heshbon-Josephine,6.2,III-IV,26/66,195,370,Med,Josephine,3.8,4.6,,,171
Blacklick Ck,C: Josephine-ConemaughL,11.0,B,5/15,390,671,Med,Josephine,,,,,,172
Blacklick Ck North Br,Blw SR271-Vintondale,10.0,II-III,36/50,69,115,Sm,-,Josephine,,,,183
Blacklick Ck South Br,Nanty Glo-Vintondale,7.1,II-III,42/105,47,78,Tiny,-,Josephine,5.5,,,182
Blackwater R,N Fk Jct-Hendricks,7.0,V-VI,96/120,86,199,Sm,Davis,2.5,3.5,Parsons,4.0,5.5,378
Brokenstraw Ck,Garland-Youngsville,12.0,C-I,8/14,321,587,Med,Youngsville,,,,,,291
Brush Ck,Manor-Trafford,11.8,I,15/20,58,97,Tiny,-,,,,,302
Buffalo Ck (Armstrong Co),A: Worthington-W Winfld,8.5,I-II,12/22,90,150,Sm,Freeport,1.6,2.6,,,152
Buffalo Ck (Armstrong Co),B: W Winfield-Freeport,11.0,I,10/10,137,194,Sm,Freeport,1.7,2.8,,,153
Buffalo Ck (Wash. Co),A: Taylorstn Sta-Bethny,21.8,I-II,11/15,114,190,Sm,-,,,,,72
Buffalo Ck (Wash. Co),B: Bethany-Wellsburg,13.0,I,10/16,150,250,Sm,-,,,,,74
Canadaway,Hamlet-Laona,9.0,III-IV,67/100,-,-,-,-,,,,,396
Casselman R,A: Grantsville-Salisb'y,6.7,I,15/23,63,119,Sm,Grantsville,,Markleton,2.8,,330
Casselman R,B: Salisbury-Garrett,15.0,I,6/7,125,208,Sm,Grantsville,,Markleton,2.7,,331
Casselman R,C: Garrett-Rockwood,7.5,I-II,15/20,250,417,Med,Markleton,2.2,3.6,,,332
Casselman R,D: Rockwood-Markleton,7.0,II-III,20/38,325,542,Med,Markleton,2.1,3.5,,,333
Casselman R,E: Markleton-Ft Hill,6.0,III,29/36,382,661,Med,Markleton,2.0,3.5,Ft Hill Br,3,brks,335
Casselman R,F: Ft Hill-Harnedsville,5.7,II-III,24/33,425,708,Med,Markleton,2.0,4.0,Ft Hill Br,,,338
Casselman R,G: Harnedsvl-Confluence,3.5,I,7/10,590,983,Med,Markleton,2.0,4.0,,,339
Cattaraugus Ck,A: NY39-Otto Rd Br,19.0,I-II,-,-,-,Otto Br,3.5,,,,,398
Cattaraugus Ck,B: Otto Rd Br-Gowanda,8.8,III-IV,20/40,-,-,-,OttoRdBr,3.5,,,,,398
Cattaraugus Ck - S Br,Otto-main stem,12.0,III-IV,33/56,-,-,-,OttoRdBr,3.5,,,,,400
Chartiers Ck,A: Washington-Van Emman,13.7,,7/13,60,100,Sm,Washington,,,,,,133
Chartiers Ck,B: Van Emman-Kirwan Hts,15.0,I-II,8/11,200,333,Med,-,,,,,134
Chartiers Ck,C: Kirwan Hts-McKeesRks,12.5,,6/10,257,292,Med,Carnegie,,,,,,135
Chautauqua Ck,Lyons Rd-L Erie,13.1,III-IV,63/90,-,-,-,-,,,,,395
Cheat R,A: Parsons-Rowlesburg,36.0,C-I,7/8,718,1697,Med,Parsons,2.9,5.0,Albright Br,3.0,4.5,361
Cheat R,B: Rowlesburg-Lick Rn,5.2,III,19/23,972,2284,Med,Rowlesburg,,,Albright Br,0.5,4.0,362
Cheat R,C: Lick Rn-Albright,6.3,,8/8,1000,1667,Med,-,,Albright Br,0.5,4.0,365
Cheat R,D: Albright-Jenkins Br,11.4,IV-V,25/43,1300,2167,Lg,Albright Br,-0.5,5.0,Parsons,1.9,6.1,365
Cheat R,E: Jenkins Br-L Lynn,9.0,III,12/20,1400,2333,Lg,Albright Br,0.0,4.0,Parsons,2.3,5.3,368
Clarion R,A: Johnsonburg-Ridgway,8.5,C-I,8/11,204,385,Med,Johnsonburg,2.2,,Ridgway,4.0,,236
Clarion R,B: Ridgway-Cooksburg,44.0,C-I,6/10,303,591,Med,Ridgway,3.0,,Cooksburg,2.8,5.0,237
Clarion R,C: Cooksburg-Mill Ck,11.8,C-I,6/20,807,1462,Med,Cooksburg,2.3,,,,,238
Clarion R,D: Mill Ck-Callensburg,21.0,C-I,6/10,951,1787,Med,Piney Dam,,,,,,239
Clarion R,E: Callensburg-Parker,17.0,B,6/6,1246,2252,Lg,Piney Dam,,,,,,240
Clarion R E Br,Glen Hazel-Johnsonburg,6.2,I,11/15,73,138,Sm,EBrClarionOutfl,2.0,,Ridgway,4.5,,257
Clarion R W Br,Rocky Rn-Johnsonburg,9.9,I,13/18,63,126,Sm,Wilcox,2.0,3.0,Ridgway,4.5,,256
Clear Shade Ck,Ashtola Rd-Shade Ck,5.5,IV,45/90,31,52,Tiny,-,Ferndale,,,,198
Conemaugh R,A: Johnst'n-Nw Florence,12.9,II,7/11,715,1281,Med,Seward,3.0,,,,,166
Conemaugh R,B: Nw Florence-Torrance,13.0,I-III,10/13,715,1281,Med,Seward,2.4,4.0,,,167
Conemaugh R,C: Torrance-Conem'h Dam,17.0,A,flat,890,1483,Med,-,,,,,168
Conemaugh R,D: Conem'h Dam-Saltsburg,6.9,C,6/6,1358,2882,Lg,Tunnelton,3.0,6.7,,,169
Conneaut Ck,Cherry Hill-Conneaut,24.5,I,9/15,152,253,Sm,-,,,,,391
Conneaut Outlet Marsh,A: Geneva Dike area,5.5,A,flat,75,125,Sm,-,,,,,272
Conneaut Outlet Marsh,B: I79 area,3.7,A,flat,90,150,Sm,-,,,,,273
Conneaut Outlet Marsh,C: I79-French Ck,6.0,B,1/1,101,168,Sm,-,,,,,274
Connoquenessing Ck,A: Zelienople-CntryClb,11.0,I,4/4,356,466,Med,Zelienople,1.8,3.5,McConnells Mill,0.0,2.5,92
Connoquenessing Ck,B: Country Club-Frisco,2.0,I,6/10,400,667,Med,Zelienople,1.7,3.5,McConnells Mill,0.0,2.5,93
Connoquenessing Ck,C: Frisco-Ellport Pk,2.0,II,17/20,829,1382,Med,Zelienople,1.6,3.0,McConnells Mill,0.0,1.7,94
Connoquenessing Ck,D: Ellport Pk-Ellw'dCty,3.0,II-III,11/12,832,1387,Med,Zelienople,1.6,3.0,McConnells Mill,0.0,1.7,96
Connoquenessing Ck,E: Ellwood City-BeaverR,1.5,III,20/33,838,1397,Med,Zelienople,1.6,,McConnells Mill,0.0,1.7,97
Cowanshannock Ck,A: Greendale-St Rt 66,8.0,II,18/26,40,67,Tiny,SR85Br (brks),6.0,,,,,207
Cowanshannock Ck,B: St Rt 66-Allegheny R,3.6,IV,36/80,63,105,Sm,-,,,,,208
Coxes Ck,Somerset-Rockwood,10.5,III,29/55,55,92,Tiny,-,,,,,343
Crabtree Ck,Crabtree-New Alexandria,4.0,II,9/25,19,32,Tiny,-,Kingston,4.5,,,162
